reference,nom_article,partie_vetement,produits_coloration,matieres,etape,pourcentage_matieres
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose, Production de fibres,17
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose,Preparation de fil,7
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne,Teinture et finition,76
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne, Production de fibres,17
500030,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés,polyester,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés, viscose,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants dispersés,élasthanne,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants acides,polyester,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants acides, viscose,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants acides,élasthanne,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques,polyester,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques, viscose,Preparation de fil,7
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne,Teinture et finition,76
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne, Production de fibres,17
500031,pantalon taille haute avec ceinture,extérieur,colorants azoïques,élasthanne,Preparation de fil,7
500032,pantalon skinny à carreaux,extérieur,colorants acides, viscose, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants acides, viscose,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants acides, viscose,Preparation de fil,3
500032,pantalon skinny à carreaux,extérieur,colorants acides,polyester, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants acides,polyester,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants acides,polyester,Preparation de fil,3
500032,pantalon skinny à carreaux,extérieur,colorants acides,élasthanne, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants acides,élasthanne,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants acides,élasthanne,Preparation de fil,3
500032,pantalon skinny à carreaux,extérieur,colorants dispersés, viscose, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants dispersés, viscose,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants dispersés, viscose,Preparation de fil,3
500032,pantalon skinny à carreaux,extérieur,colorants dispersés,polyester, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants dispersés,polyester,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants dispersés,polyester,Preparation de fil,3
500032,pantalon skinny à carreaux,extérieur,colorants dispersés,élasthanne, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants dispersés,élasthanne,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants dispersés,élasthanne,Preparation de fil,3
500032,pantalon skinny à carreaux,extérieur,colorants azoïques, viscose, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants azoïques, viscose,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants azoïques, viscose,Preparation de fil,3
500032,pantalon skinny à carreaux,extérieur,colorants azoïques,polyester, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants azoïques,polyester,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants azoïques,polyester,Preparation de fil,3
500032,pantalon skinny à carreaux,extérieur,colorants azoïques,élasthanne, Production de fibres,75
500032,pantalon skinny à carreaux,extérieur,colorants azoïques,élasthanne,Teinture et finition,22
500032,pantalon skinny à carreaux,extérieur,colorants azoïques,élasthanne,Preparation de fil,3
500033,pantalon moulants,extérieur,colorants au chrome,coton,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants au chrome,coton,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants au chrome,coton, Production de fibres,17
500033,pantalon moulants,extérieur,colorants au chrome,coton,Distribution,15
500033,pantalon moulants,extérieur,colorants au chrome,coton,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants au chrome,polyester,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants au chrome,polyester,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants au chrome,polyester, Production de fibres,17
500033,pantalon moulants,extérieur,colorants au chrome,polyester,Distribution,15
500033,pantalon moulants,extérieur,colorants au chrome,polyester,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants au chrome, viscose,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants au chrome, viscose,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants au chrome, viscose, Production de fibres,17
500033,pantalon moulants,extérieur,colorants au chrome, viscose,Distribution,15
500033,pantalon moulants,extérieur,colorants au chrome, viscose,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants au chrome,lin,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants au chrome,lin,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants au chrome,lin, Production de fibres,17
500033,pantalon moulants,extérieur,colorants au chrome,lin,Distribution,15
500033,pantalon moulants,extérieur,colorants au chrome,lin,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants au chrome,élasthanne,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants au chrome,élasthanne,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants au chrome,élasthanne, Production de fibres,17
500033,pantalon moulants,extérieur,colorants au chrome,élasthanne,Distribution,15
500033,pantalon moulants,extérieur,colorants au chrome,élasthanne,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants dispersés,coton,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants dispersés,coton,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants dispersés,coton, Production de fibres,17
500033,pantalon moulants,extérieur,colorants dispersés,coton,Distribution,15
500033,pantalon moulants,extérieur,colorants dispersés,coton,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants dispersés,polyester,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants dispersés,polyester,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants dispersés,polyester, Production de fibres,17
500033,pantalon moulants,extérieur,colorants dispersés,polyester,Distribution,15
500033,pantalon moulants,extérieur,colorants dispersés,polyester,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants dispersés, viscose,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants dispersés, viscose,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants dispersés, viscose, Production de fibres,17
500033,pantalon moulants,extérieur,colorants dispersés, viscose,Distribution,15
500033,pantalon moulants,extérieur,colorants dispersés, viscose,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants dispersés,lin,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants dispersés,lin,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants dispersés,lin, Production de fibres,17
500033,pantalon moulants,extérieur,colorants dispersés,lin,Distribution,15
500033,pantalon moulants,extérieur,colorants dispersés,lin,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants dispersés,élasthanne,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants dispersés,élasthanne,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants dispersés,élasthanne, Production de fibres,17
500033,pantalon moulants,extérieur,colorants dispersés,élasthanne,Distribution,15
500033,pantalon moulants,extérieur,colorants dispersés,élasthanne,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants acides,coton,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants acides,coton,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants acides,coton, Production de fibres,17
500033,pantalon moulants,extérieur,colorants acides,coton,Distribution,15
500033,pantalon moulants,extérieur,colorants acides,coton,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants acides,polyester,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants acides,polyester,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants acides,polyester, Production de fibres,17
500033,pantalon moulants,extérieur,colorants acides,polyester,Distribution,15
500033,pantalon moulants,extérieur,colorants acides,polyester,Preparation de fil,2
500033,pantalon moulants,extérieur,colorants acides, viscose,Préparation de tissu,35
500033,pantalon moulants,extérieur,colorants acides, viscose,Teinture et finition,31
500033,pantalon moulants,extérieur,colorants acides, viscose, Production de fibres,17
500033,pantalon moulants,extérieur,colorants acides, viscose,Distribution,15
500033,pantalon moulants,extérieur,colorants acides, viscose,Preparation de fil,2
